CustomerID,NumberOfTrips,NumberOfPersonVisiting,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,,,,,,
201520,1,3,48,Self Enquiry,1,6,Salaried,Male,4,Standard,3,Single,1,5,0,0,Senior Manager,20381,,,,,,
201559,2,3,46,Self Enquiry,3,15,Small Business,Male,4,Standard,3,Unmarried,0,5,1,2,Senior Manager,24619,,,,,,
201570,5,3,37,Self Enquiry,2,12,Salaried,Male,3,Basic,5,Married,1,1,0,2,Executive,17073,,,,,,
201572,2,3,20,Company Invited,1,12,Salaried,Female,4,Basic,3,Single,1,1,0,0,Executive,17926,,,,,,
201577,2,2,25,Self Enquiry,3,11,Small Business,Male,4,Deluxe,3,Single,1,3,0,1,Manager,20744,,,,,,
201581,2,3,34,Company Invited,1,13,Salaried,Male,5,Deluxe,3,Single,1,5,1,0,Manager,21074,,,,,,
201592,1,3,56,Self Enquiry,1,20,Salaried,Female,,Basic,4,Married,1,5,1,0,Executive,19963,,,,,,
201594,5,3,31,Self Enquiry,3,12,Salaried,Male,5,Deluxe,3,Married,1,3,0,2,Manager,21172,,,,,,
201596,2,3,58,Self Enquiry,1,29,Small Business,Female,3,Standard,3,Married,0,3,1,0,Senior Manager,25312,,,,,,
201597,2,2,19,Self Enquiry,3,28,Small Business,Male,3,Basic,3,Single,1,1,1,0,Executive,16675,,,,,,
201602,4,3,31,Self Enquiry,3,,Salaried,Female,5,Deluxe,3,Married,1,3,0,2,Manager,19559,,,,,,
201606,3,2,51,Company Invited,1,14,Salaried,Male,5,Standard,3,Unmarried,0,1,1,0,Senior Manager,25650,,,,,,
201641,1,3,19,Company Invited,3,6,Large Business,Female,5,Basic,5,Single,0,3,1,0,Executive,17325,,,,,,
201647,2,2,19,Self Enquiry,1,8,Salaried,Male,4,Basic,3,Single,0,5,1,0,Executive,16102,,,,,,
201652,2,3,41,Self Enquiry,3,26,Small Business,Female,3,Basic,4,Single,1,4,0,1,Executive,18140,,,,,,
201662,4,2,35,Self Enquiry,1,29,Salaried,Male,4,Deluxe,3,Married,1,4,1,0,Manager,20916,,,,,,
201674,1,3,38,Self Enquiry,1,35,Small Business,Male,3,Deluxe,5,Married,1,3,1,2,Manager,21673,,,,,,
201675,2,2,29,Self Enquiry,3,33,Small Business,Female,3,Standard,3,Married,0,3,0,0,Senior Manager,22639,,,,,,
201680,2,2,32,Self Enquiry,3,10,Small Business,Male,5,Standard,3,Married,0,1,1,0,Senior Manager,25400,,,,,,
201684,6,2,30,Self Enquiry,1,9,Large Business,Female,3,Basic,5,Single,1,4,0,0,Executive,17657,,,,,,
201686,6,2,30,Company Invited,3,32,Small Business,Female,4,Deluxe,5,Unmarried,0,1,1,1,Manager,21696,,,,,,
201687,1,2,29,Self Enquiry,1,6,Large Business,Male,3,Basic,3,Single,0,1,0,0,Executive,17058,,,,,,
201699,2,2,29,Self Enquiry,1,24,Small Business,Male,4,Basic,3,Single,1,3,0,0,Executive,17389,,,,,,
201704,6,2,33,Self Enquiry,1,20,Small Business,Male,3,Basic,3,Married,1,1,1,1,Executive,17436,,,,,,
201706,1,2,33,Self Enquiry,1,8,Salaried,Female,3,Basic,5,Married,0,3,1,1,Executive,17707,,,,,,
201720,7,3,37,Company Invited,1,16,Small Business,Male,3,Standard,3,Married,0,3,0,2,Senior Manager,25048,,,,,,
201741,2,2,47,Company Invited,1,35,Salaried,Male,3,Standard,4,Married,1,3,1,0,Senior Manager,26849,,,,,,
201756,4,2,44,Company Invited,1,30,Salaried,Male,3,Basic,3,Married,1,5,0,1,Executive,18161,,,,,,
201758,3,2,26,Self Enquiry,1,22,Small Business,Male,3,Basic,4,Married,1,1,1,0,Executive,17373,,,,,,
201763,2,2,26,Self Enquiry,3,10,Small Business,Male,4,Deluxe,3,Single,1,1,1,0,Manager,20828,,,,,,
201766,2,2,18,Self Enquiry,1,9,Small Business,Male,3,Basic,3,Single,0,4,1,0,Executive,16420,,,,,,
201787,3,2,52,Self Enquiry,1,14,Small Business,Male,,Deluxe,4,Married,0,1,1,0,Manager,19941,,,,,,
201797,5,2,39,Self Enquiry,3,9,Small Business,Female,3,Deluxe,3,Married,1,4,1,1,Manager,20238,,,,,,
201806,2,3,29,Self Enquiry,1,14,Salaried,Male,5,Basic,5,Married,1,3,0,1,Executive,17119,,,,,,
201827,2,3,21,Company Invited,3,6,Large Business,Female,4,Basic,4,Single,1,5,1,2,Executive,17174,,,,,,
201833,2,2,33,Self Enquiry,3,11,Small Business,Female,3,Basic,3,Single,1,1,0,1,Executive,17851,,,,,,
201836,2,2,41,Company Invited,3,10,Small Business,Male,3,Deluxe,4,Unmarried,0,3,1,0,Manager,24355,,,,,,
201838,3,3,40,Self Enquiry,3,28,Small Business,Male,4,Deluxe,3,Married,1,3,1,0,Manager,21380,,,,,,
201840,2,2,21,Self Enquiry,3,18,Salaried,Female,1,Basic,4,Single,0,5,0,1,Executive,17716,,,,,,
201848,1,3,34,Company Invited,3,25,Small Business,Male,1,Deluxe,3,Single,1,1,0,0,Manager,20304,,,,,,
201852,1,3,26,Company Invited,1,9,Large Business,Male,3,Basic,5,Single,0,3,0,1,Executive,18102,,,,,,
201855,1,2,30,Company Invited,1,10,Large Business,Male,3,Basic,3,Single,1,4,1,0,Executive,17285,,,,,,
201884,2,3,24,Self Enquiry,3,6,Large Business,Female,3,Basic,4,Single,1,4,0,0,Executive,18202,,,,,,
201885,1,2,34,Company Invited,3,12,Small Business,Female,5,Basic,3,Married,0,4,0,1,Executive,17351,,,,,,
201891,6,3,29,Self Enquiry,1,31,Large Business,Female,4,Basic,4,Married,0,3,1,2,Executive,17546,,,,,,
201892,2,2,19,Self Enquiry,2,8,Large Business,Male,4,Basic,3,Single,0,3,0,0,Executive,17564,,,,,,
201905,1,2,33,Self Enquiry,1,21,Small Business,Male,3,Standard,3,Married,1,5,1,0,Senior Manager,28610,,,,,,
201909,4,3,31,Company Invited,1,26,Salaried,Male,3,Standard,3,Married,0,3,1,0,Senior Manager,24824,,,,,,
201910,1,2,34,Company Invited,2,29,Salaried,Female,3,Standard,5,Married,1,3,1,0,Senior Manager,24950,,,,,,
201923,1,2,26,Company Invited,2,23,Salaried,Female,3,Basic,3,Married,1,5,0,1,Executive,17741,,,,,,
201927,2,3,18,Company Invited,3,11,Small Business,Male,3,Basic,4,Single,1,4,1,0,Executive,16878,,,,,,
201933,2,3,26,Self Enquiry,1,30,Large Business,Male,5,Basic,3,Single,1,3,0,1,Executive,17340,,,,,,
201939,1,2,32,Company Invited,3,,Salaried,Male,1,Deluxe,3,Married,0,3,1,0,Manager,19707,,,,,,
201949,2,2,24,Company Invited,1,13,Salaried,Female,3,Basic,3,Married,1,4,0,0,Executive,17886,,,,,,
201950,2,3,30,Company Invited,3,18,Salaried,Male,4,Basic,5,Married,0,5,1,2,Executive,17033,,,,,,
201965,1,2,27,Self Enquiry,3,8,Small Business,Male,3,Basic,5,Married,0,5,1,1,Executive,18041,,,,,,
201983,2,2,20,Self Enquiry,1,16,Small Business,Male,3,Basic,3,Single,1,5,1,1,Executive,16009,,,,,,
201995,1,3,24,Self Enquiry,3,,Salaried,Female,3,Deluxe,3,Single,0,1,1,1,Manager,19577,,,,,,
201998,4,2,50,Company Invited,3,14,Large Business,Male,3,Deluxe,3,Married,1,5,0,0,Manager,21796,,,,,,
202010,1,3,28,Self Enquiry,1,6,Salaried,Female,5,Basic,4,Single,1,1,1,2,Executive,17216,,,,,,
202017,7,2,42,Company Invited,1,25,Small Business,Male,1,Basic,3,Married,1,3,0,0,Executive,17759,,,,,,
202032,2,3,33,Self Enquiry,1,6,Salaried,Male,3,Basic,3,Single,1,3,1,0,Executive,17686,,,,,,
202036,5,3,47,Company Invited,3,33,Salaried,Female,1,Deluxe,3,Unmarried,1,4,0,1,Manager,21397,,,,,,
202038,6,3,55,Self Enquiry,1,8,Small Business,Male,3,King,5,Married,1,1,1,,VP,34859,,,,,,
202043,7,2,26,Self Enquiry,3,14,Large Business,Male,4,Deluxe,5,Single,0,3,0,0,Manager,20326,,,,,,
202055,2,3,23,Self Enquiry,1,12,Salaried,Male,1,Basic,5,Married,1,3,0,0,Executive,16601,,,,,,
202059,2,2,29,Self Enquiry,1,6,Salaried,Female,4,Basic,5,Married,1,1,0,0,Executive,17319,,,,,,
202061,6,3,33,Self Enquiry,3,22,Small Business,Female,3,Deluxe,5,Single,0,3,1,0,Manager,20324,,,,,,
202065,1,2,58,Self Enquiry,1,8,Salaried,Male,3,King,4,Single,1,3,1,0,VP,34246,,,,,,
202077,2,2,49,Self Enquiry,3,17,Small Business,Female,3,Standard,3,Married,0,4,0,0,Senior Manager,22654,,,,,,
202078,5,2,55,Self Enquiry,3,8,Small Business,Male,3,Deluxe,3,Single,0,1,1,0,Manager,20160,,,,,,
202084,2,2,26,Company Invited,1,11,Small Business,Female,4,Basic,3,Married,1,1,0,1,Executive,17366,,,,,,
202106,2,3,35,Company Invited,1,31,Salaried,Female,3,Basic,4,Married,1,3,1,1,Executive,17022,,,,,,
202115,7,2,29,Self Enquiry,3,6,Small Business,Female,4,Basic,3,Married,1,1,1,1,Executive,17800,,,,,,
202126,2,2,32,Self Enquiry,1,31,Salaried,Male,3,Basic,3,Single,1,5,0,0,Executive,17795,,,,,,
202130,1,2,58,Company Invited,1,8,Salaried,Male,4,Basic,3,Married,1,1,1,0,Executive,17380,,,,,,
202132,2,2,20,Self Enquiry,3,8,Small Business,Female,4,Basic,3,Single,0,4,1,0,Executive,17044,,,,,,
202133,2,3,21,Self Enquiry,1,24,Salaried,Female,3,Basic,3,Single,0,3,1,2,Executive,17693,,,,,,
202137,5,2,41,Self Enquiry,1,8,Salaried,Female,5,Basic,3,Married,1,3,0,1,Executive,17778,,,,,,
202139,1,3,39,Self Enquiry,1,12,Small Business,Male,3,Basic,5,Married,1,1,1,1,Executive,17404,,,,,,
202153,2,2,25,Self Enquiry,3,25,Small Business,Male,4,Basic,4,Married,1,1,0,1,Executive,17413,,,,,,
202158,2,2,19,Self Enquiry,3,27,Salaried,Male,4,Basic,4,Single,1,1,1,1,Executive,17121,,,,,,
202159,2,2,20,Self Enquiry,1,10,Large Business,Male,3,Basic,5,Single,0,3,1,0,Executive,17973,,,,,,
202163,2,2,36,Self Enquiry,3,9,Salaried,Male,4,Standard,3,Married,1,1,1,0,Senior Manager,25325,,,,,,
202165,6,2,37,Self Enquiry,3,6,Salaried,Male,4,Standard,3,Married,0,1,1,1,Senior Manager,25609,,,,,,
202170,5,2,58,Self Enquiry,1,8,Large Business,Male,3,Basic,3,Single,0,1,0,0,Executive,17479,,,,,,
202176,5,3,40,Company Invited,3,30,Salaried,Female,1,Super Deluxe,4,Unmarried,1,3,1,0,AVP,28194,,,,,,
202179,1,2,31,Company Invited,1,15,Small Business,Male,4,Basic,5,Single,1,3,0,1,Executive,17321,,,,,,
202181,7,3,29,Self Enquiry,1,16,Salaried,Female,4,Basic,5,Single,1,5,1,0,Executive,17404,,,,,,
202190,5,2,30,Self Enquiry,1,28,Salaried,Female,3,Basic,3,Married,1,1,0,0,Executive,17132,,,,,,
202201,2,3,20,Self Enquiry,1,17,Small Business,Female,4,Basic,5,Single,1,3,1,2,Executive,17600,,,,,,
202202,1,2,30,Company Invited,1,11,Small Business,Female,3,Basic,4,Single,0,3,0,0,Executive,17422,,,,,,
202214,6,3,37,Self Enquiry,1,,Small Business,Female,5,Deluxe,4,Married,0,4,1,0,Manager,19777,,,,,,
202218,1,3,26,Company Invited,3,35,Small Business,Male,,Deluxe,5,Single,0,3,1,1,Manager,19969,,,,,,
202219,2,2,52,Self Enquiry,3,8,Small Business,Female,5,King,3,Married,0,3,1,,VP,34845,,,,,,
202222,2,2,36,Self Enquiry,1,22,Salaried,Female,1,Basic,5,Single,0,1,1,0,Executive,17743,,,,,,
202231,1,2,36,Self Enquiry,1,,Salaried,Male,3,Deluxe,3,Married,0,4,0,1,Manager,19834,,,,,,
202232,7,2,26,Company Invited,1,8,Salaried,Male,3,Basic,5,Married,1,5,0,0,Executive,17042,,,,,,
202246,2,2,20,Company Invited,3,15,Small Business,Female,3,Basic,3,Single,1,4,1,0,Executive,17323,,,,,,
202247,2,2,21,Self Enquiry,1,16,Salaried,Female,4,Basic,5,Single,0,3,0,1,Executive,16416,,,,,,
202249,1,2,51,Self Enquiry,1,10,Salaried,Male,3,Basic,3,Married,1,1,0,0,Executive,17461,,,,,,
202250,2,3,28,Company Invited,1,30,Large Business,Male,4,Standard,5,Unmarried,0,1,1,1,Senior Manager,23722,,,,,,
202259,1,3,44,Self Enquiry,2,6,Small Business,Male,4,Standard,5,Married,0,4,1,0,Senior Manager,25482,,,,,,
202261,1,2,35,Self Enquiry,3,10,Large Business,Male,3,Standard,5,Unmarried,1,4,1,1,Senior Manager,24582,,,,,,
202262,2,2,33,Company Invited,1,,Small Business,Female,4,Deluxe,3,Single,0,5,1,0,Manager,19508,,,,,,
202267,2,2,26,Self Enquiry,1,27,Small Business,Male,3,Basic,3,Married,0,5,1,0,Executive,17377,,,,,,
202268,5,2,33,Self Enquiry,1,31,Small Business,Male,4,Basic,4,Single,1,4,1,0,Executive,17313,,,,,,
202270,2,2,28,Company Invited,1,6,Small Business,Male,4,Basic,4,Married,0,4,1,0,Executive,17596,,,,,,
202271,4,2,50,Company Invited,3,,Salaried,Male,3,Deluxe,3,Single,1,1,1,1,Manager,19728,,,,,,
202283,1,2,39,Company Invited,1,8,Salaried,Male,3,Super Deluxe,3,Married,0,3,1,0,AVP,27169,,,,,,
202298,2,3,18,Company Invited,1,14,Small Business,Male,3,Basic,3,Single,0,5,1,0,Executive,16904,,,,,,
202299,1,3,33,Self Enquiry,3,15,Small Business,Female,3,Deluxe,5,Unmarried,1,3,0,0,Manager,23224,,,,,,
202301,2,3,31,Company Invited,1,21,Small Business,Male,3,Basic,3,Married,0,4,1,0,Executive,17610,,,,,,
202306,2,2,29,Self Enquiry,3,29,Salaried,Female,4,Standard,5,Married,0,3,1,1,Senior Manager,22336,,,,,,
202308,1,2,42,Company Invited,3,18,Salaried,Male,3,Super Deluxe,5,Single,1,5,1,1,AVP,28758,,,,,,
202312,2,3,28,Self Enquiry,1,18,Salaried,Female,3,Basic,3,Married,1,4,1,1,Executive,17515,,,,,,
202319,1,2,43,Self Enquiry,3,15,Small Business,Female,5,Deluxe,3,Single,0,1,0,0,Manager,20346,,,,,,
202327,2,3,44,Self Enquiry,1,16,Salaried,Male,3,Basic,3,Single,1,3,1,0,Executive,17936,,,,,,
202330,1,2,22,Company Invited,1,9,Salaried,Male,4,Basic,3,Married,1,3,0,1,Executive,17853,,,,,,
202334,7,3,41,Company Invited,1,11,Salaried,Male,4,Basic,5,Married,0,3,0,1,Executive,17107,,,,,,
202341,2,3,24,Self Enquiry,1,23,Salaried,Female,3,Basic,4,Married,0,1,1,2,Executive,17210,,,,,,
202362,2,3,19,Company Invited,1,16,Small Business,Female,4,Basic,4,Single,1,5,0,2,Executive,16859,,,,,,
202371,2,3,48,Company Invited,3,30,Salaried,Male,5,Basic,3,Single,1,1,1,2,Executive,17559,,,,,,
202372,3,3,27,Self Enquiry,3,8,Small Business,Female,5,King,4,Single,1,5,1,1,VP,17517,,,,,,
202373,2,2,29,Company Invited,1,16,Salaried,Female,4,Basic,3,Unmarried,0,4,1,0,Executive,21623,,,,,,
202374,2,3,48,Self Enquiry,1,21,Small Business,Female,3,Standard,3,Married,0,3,0,0,Senior Manager,33265,,,,,,
202375,4,2,29,Self Enquiry,1,13,Large Business,Female,3,Basic,3,Married,1,4,1,0,Executive,31124,,,,,,
202376,2,3,34,Self Enquiry,1,13,Salaried,Male,3,Deluxe,3,Married,0,3,0,0,Manager,17585,,,,,,
202377,1,3,44,Self Enquiry,1,29,Small Business,Male,3,Basic,5,Single,0,3,0,2,Executive,33213,,,,,,
202378,3,2,33,Self Enquiry,3,31,Small Business,Male,4,Standard,4,Unmarried,1,5,1,0,Senior Manager,23380,,,,,,
202379,1,3,19,Self Enquiry,3,11,Salaried,Male,3,Standard,4,Single,1,4,1,0,Senior Manager,17994,,,,,,
202380,2,2,23,Company Invited,3,7,Salaried,Female,3,Basic,4,Single,1,5,1,1,Executive,16223,,,,,,
202381,5,2,25,Self Enquiry,1,9,Salaried,Male,3,Basic,5,Married,0,5,1,0,Executive,16118,,,,,,
202382,1,2,26,Self Enquiry,1,13,Small Business,Female,4,Standard,5,Married,1,4,1,1,Senior Manager,17875,,,,,,
202383,7,2,45,Self Enquiry,3,19,Small Business,Male,1,Super Deluxe,3,Single,1,3,1,0,AVP,33824,,,,,,
202384,1,2,55,Company Invited,3,8,Salaried,Female,4,Basic,3,Single,0,5,0,0,Executive,28577,,,,,,
202385,1,3,21,Company Invited,3,24,Small Business,Female,3,Deluxe,3,Married,1,5,0,1,Manager,17625,,,,,,
202386,2,3,46,Self Enquiry,1,28,Small Business,Male,3,Deluxe,3,Married,1,5,1,2,Manager,33789,,,,,,
202387,2,2,34,Self Enquiry,1,,Salaried,Female,3,Basic,3,Single,1,5,1,0,Executive,19538,,,,,,
202388,4,3,51,Company Invited,1,34,Salaried,Male,4,Deluxe,5,Single,0,3,0,,Manager,34847,,,,,,
202389,1,2,59,Company Invited,1,20,Salaried,Female,3,Standard,3,Unmarried,1,5,1,0,Senior Manager,25512,,,,,,
202391,2,2,28,Self Enquiry,1,14,Salaried,Female,4,Basic,4,Single,0,4,0,1,Executive,17154,,,,,,
202392,4,3,44,Self Enquiry,3,15,Salaried,Male,4,Basic,5,Married,0,1,1,2,Executive,34190,,,,,,
202393,5,2,34,Self Enquiry,3,,Small Business,Male,3,Standard,3,Married,0,3,1,1,Senior Manager,19490,,,,,,
202395,2,3,42,Company Invited,1,7,Salaried,Female,1,Standard,4,Single,0,3,1,0,Senior Manager,17372,,,,,,
202396,7,3,43,Company Invited,1,8,Salaried,Male,3,Basic,3,Married,1,3,0,0,Executive,25231,,,,,,
202397,2,2,36,Self Enquiry,2,15,Large Business,Female,3,Basic,3,Married,0,1,1,0,Executive,20410,,,,,,
202398,4,3,44,Company Invited,3,7,Large Business,Male,3,Basic,3,Married,0,3,1,1,Executive,22978,,,,,,
202400,1,2,51,Self Enquiry,3,30,Small Business,Female,4,Deluxe,4,Single,1,5,1,1,Manager,17838,,,,,,
202401,3,2,30,Company Invited,1,,Small Business,Male,3,Basic,5,Single,1,3,0,1,Executive,19695,,,,,,
202402,1,2,29,Company Invited,1,8,Small Business,Male,4,Basic,5,Single,0,4,1,1,Executive,18339,,,,,,
202403,7,3,28,Self Enquiry,1,7,Large Business,Male,4,Basic,5,Single,0,3,1,1,Executive,17080,,,,,,
202404,4,2,25,Self Enquiry,1,15,Salaried,Male,3,Basic,5,Single,0,1,1,0,Executive,17096,,,,,,
202405,2,2,32,Company Invited,1,9,Salaried,Female,3,Basic,3,Single,0,4,1,0,Executive,21209,,,,,,
202406,2,3,45,Self Enquiry,3,7,Salaried,Male,4,Deluxe,5,Married,0,4,1,2,Manager,33061,,,,,,
202407,2,3,39,Self Enquiry,1,8,Salaried,Female,3,Basic,5,Married,1,1,1,0,Executive,32123,,,,,,
202408,1,3,58,Self Enquiry,1,8,Large Business,Female,4,Standard,3,Married,0,5,0,0,Senior Manager,17372,,,,,,
202409,5,2,32,Self Enquiry,1,,Small Business,Male,3,Deluxe,4,Married,0,4,1,1,Manager,19883,,,,,,
202411,2,3,30,Company Invited,3,,Small Business,Female,3,Basic,3,Single,1,5,1,1,Executive,19627,,,,,,
202412,1,2,36,Self Enquiry,3,16,Small Business,Male,4,Standard,5,Married,0,5,0,0,Senior Manager,22094,,,,,,
202414,4,3,28,Self Enquiry,1,13,Salaried,Male,3,Basic,5,Unmarried,1,3,0,2,Executive,21674,,,,,,
202415,4,2,50,Company Invited,3,18,Salaried,Male,3,Deluxe,3,Single,1,3,1,1,Manager,31880,,,,,,
202416,2,3,40,Self Enquiry,1,14,Small Business,Male,4,Basic,3,Unmarried,1,4,1,2,Executive,24094,,,,,,
202417,3,3,52,Company Invited,3,13,Small Business,Female,3,Basic,3,Married,1,4,1,2,Executive,23446,,,,,,
202418,2,3,30,Self Enquiry,1,8,Salaried,Male,3,Basic,4,Unmarried,0,3,0,0,Executive,26916,,,,,,
202419,2,3,39,Self Enquiry,3,,Salaried,Male,3,Basic,3,Married,1,1,1,2,Executive,19534,,,,,,
202420,2,2,31,Self Enquiry,2,28,Salaried,Male,5,Basic,3,Married,0,1,0,1,Executive,24852,,,,,,
202421,1,2,41,Company Invited,3,15,Salaried,Male,5,Super Deluxe,3,Married,0,5,1,1,AVP,21151,,,,,,
202422,6,3,31,Self Enquiry,3,19,Small Business,Male,4,Deluxe,5,Married,1,1,1,0,Manager,17302,,,,,,
202423,7,2,44,Self Enquiry,3,7,Salaried,Male,5,Deluxe,4,Single,0,3,0,1,Manager,17362,,,,,,
202424,7,3,42,Company Invited,2,14,Salaried,Female,4,Basic,3,Married,0,5,1,1,Executive,32861,,,,,,
202425,2,2,55,Self Enquiry,3,15,Small Business,Female,5,Basic,4,Single,0,1,1,1,Executive,34187,,,,,,
202426,3,3,56,Self Enquiry,3,22,Salaried,Female,3,Standard,5,Single,1,5,1,,Senior Manager,34717,,,,,,
202428,1,2,34,Company Invited,1,23,Large Business,Male,4,Basic,3,Married,1,5,1,1,Executive,23500,,,,,,
202429,2,2,40,Self Enquiry,3,,Small Business,Male,3,Basic,4,Single,0,5,0,0,Executive,19661,,,,,,
202432,2,2,51,Self Enquiry,3,33,Salaried,Male,3,Deluxe,3,Single,1,5,1,1,Manager,29026,,,,,,
202433,5,3,38,Company Invited,1,15,Salaried,Male,3,Deluxe,5,Married,0,3,0,2,Manager,21893,,,,,,
202434,2,2,34,Self Enquiry,1,16,Small Business,Male,3,Deluxe,5,Single,0,4,0,0,Manager,21125,,,,,,
202436,5,3,58,Self Enquiry,1,27,Small Business,Female,3,Deluxe,4,Married,0,3,1,1,Manager,25008,,,,,,
202437,1,2,40,Self Enquiry,2,24,Salaried,Male,1,Basic,5,Married,0,1,1,1,Executive,17387,,,,,,
202438,5,2,36,Self Enquiry,2,,Salaried,Male,4,Basic,5,Married,1,5,1,1,Executive,19639,,,,,,
202439,1,2,48,Self Enquiry,3,8,Small Business,Male,4,Deluxe,4,Unmarried,1,1,1,0,Manager,22898,,,,,,
202440,2,3,27,Company Invited,1,30,Salaried,Male,4,Basic,3,Single,1,3,1,1,Executive,17534,,,,,,
202441,6,3,51,Self Enquiry,3,16,Salaried,Female,3,Standard,4,Married,0,1,1,2,Senior Manager,28142,,,,,,
202442,2,2,18,Self Enquiry,3,15,Small Business,Male,3,Basic,3,Single,0,5,0,1,Executive,16611,,,,,,
202443,2,3,35,Self Enquiry,1,13,Salaried,Male,3,Basic,4,Single,1,3,1,1,Executive,20363,,,,,,
202444,2,4,42,Self Enquiry,3,7,Salaried,Female,4,Deluxe,3,Unmarried,1,2,1,1,Manager,24671,,,,,,
202446,8,4,38,Self Enquiry,1,9,Free Lancer,Male,5,Basic,3,Single,1,3,0,1,Executive,20768,,,,,,
202458,7,3,29,Self Enquiry,1,31,Salaried,Male,5,Basic,3,Single,1,2,0,1,Executive,20706,,,,,,
202465,2,3,37,Self Enquiry,3,16,Salaried,Male,5,Deluxe,5,Unmarried,0,2,0,1,Manager,22085,,,,,,
202468,4,3,35,Self Enquiry,1,13,Small Business,Male,4,Basic,5,Unmarried,0,2,1,2,Executive,21638,,,,,,
202470,3,4,33,Company Invited,1,23,Salaried,Female,6,Basic,5,Unmarried,1,4,1,3,Executive,22597,,,,,,
202477,5,3,40,Self Enquiry,3,12,Large Business,Male,4,Deluxe,3,Divorced,0,2,0,2,Manager,20764,,,,,,
202478,4,4,25,Self Enquiry,1,7,Small Business,Male,4,Basic,3,Divorced,1,3,1,3,Executive,20971,,,,,,
202480,3,3,51,Self Enquiry,3,10,Small Business,Male,5,Basic,3,Divorced,1,4,0,1,Executive,21361,,,,,,
202486,3,3,27,Self Enquiry,1,32,Salaried,Male,6,Basic,3,Single,0,2,1,2,Executive,20971,,,,,,
202489,3,3,42,Self Enquiry,1,19,Large Business,Female,4,King,3,Divorced,0,4,1,1,VP,38223,,,,,,
202494,2,4,49,Self Enquiry,1,7,Salaried,Male,5,Standard,3,Unmarried,1,5,0,3,Senior Manager,24059,,,,,,
202495,3,3,29,Self Enquiry,1,12,Large Business,Male,4,Basic,3,Unmarried,1,2,1,1,Executive,22119,,,,,,
202513,2,4,37,Self Enquiry,1,16,Small Business,Male,5,Basic,3,Divorced,1,2,0,2,Executive,22066,,,,,,
202533,3,4,47,Self Enquiry,3,16,Small Business,Male,5,Standard,3,Unmarried,0,5,0,2,Senior Manager,28297,,,,,,
202544,6,4,38,Self Enquiry,2,13,Salaried,Male,4,Basic,5,Married,1,2,1,1,Executive,20751,,,,,,
202546,3,4,21,Company Invited,1,13,Salaried,Female,5,Basic,3,Unmarried,1,2,1,2,Executive,21604,,,,,,
202551,3,3,26,Self Enquiry,3,12,Small Business,Male,5,Deluxe,3,Unmarried,1,3,1,1,Manager,24422,,,,,,
202555,3,4,35,Company Invited,1,14,Salaried,Male,6,Deluxe,3,Unmarried,1,5,1,2,Manager,24752,,,,,,
202566,2,4,57,Self Enquiry,1,21,Salaried,Female,4,Basic,4,Divorced,1,5,1,2,Executive,23641,,,,,,
202568,6,4,32,Self Enquiry,3,13,Salaried,Male,6,Deluxe,3,Divorced,1,3,1,2,Manager,24850,,,,,,
202570,3,4,59,Self Enquiry,1,30,Small Business,Female,4,Standard,3,Divorced,0,3,1,1,Senior Manager,28990,,,,,,
202571,3,3,20,Self Enquiry,3,29,Small Business,Male,4,Basic,3,Single,1,2,0,2,Executive,20353,,,,,,
202576,5,4,32,Self Enquiry,3,27,Salaried,Female,6,Deluxe,3,Divorced,1,3,1,1,Manager,23237,,,,,,
202580,4,3,52,Company Invited,1,15,Salaried,Male,6,Standard,3,Single,0,2,0,2,Senior Manager,29328,,,,,,
202584,2,3,33,Self Enquiry,1,16,Small Business,Female,4,Basic,5,Unmarried,0,4,1,2,Executive,22878,,,,,,
202615,2,4,20,Company Invited,3,7,Large Business,Female,6,Basic,5,Single,0,3,1,2,Executive,21003,,,,,,
202621,3,3,20,Self Enquiry,1,,Salaried,Male,5,Basic,3,Single,0,5,0,1,Executive,19780,,,,,,
202626,3,4,42,Self Enquiry,3,27,Small Business,Female,4,Basic,4,Unmarried,1,4,0,3,Executive,21818,,,,,,
202636,5,3,36,Self Enquiry,1,30,Salaried,Male,5,Deluxe,3,Divorced,1,4,1,2,Manager,24594,,,,,,
202648,2,4,39,Self Enquiry,1,36,Small Business,Male,4,Deluxe,5,Divorced,1,3,0,2,Manager,25351,,,,,,
202649,3,3,30,Self Enquiry,3,34,Small Business,Female,4,Standard,3,Divorced,0,3,1,2,Senior Manager,26317,,,,,,
202654,3,3,33,Self Enquiry,3,11,Small Business,Male,6,Standard,3,Divorced,0,2,1,2,Senior Manager,29078,,,,,,
202658,7,3,31,Self Enquiry,1,10,Large Business,Female,4,Basic,5,Unmarried,1,4,1,2,Executive,21335,,,,,,
202660,7,3,31,Company Invited,3,33,Small Business,Female,5,Deluxe,5,Unmarried,0,2,0,2,Manager,25374,,,,,,
202661,2,3,30,Self Enquiry,1,7,Large Business,Male,4,Basic,3,Single,0,2,0,1,Executive,20736,,,,,,
202673,3,3,30,Self Enquiry,1,25,Small Business,Male,5,Basic,3,Single,1,3,0,2,Executive,21067,,,,,,
202678,7,3,34,Self Enquiry,1,21,Small Business,Male,4,Basic,3,Divorced,1,2,0,2,Executive,21114,,,,,,
