CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
201674,1,38,Self Enquiry,1,35,Small Business,Male,3,3,Deluxe,5,Married,1,1,3,1,2,Manager,21673
201675,1,29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Married,2,0,3,0,0,Senior Manager,22639
201680,1,32,Self Enquiry,3,10,Small Business,Male,2,5,Standard,3,Married,2,0,1,1,0,Senior Manager,25400
201684,1,30,Self Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,0,0,Executive,17657
201686,1,30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,1,1,1,Manager,21696
201687,1,29,Self Enquiry,1,6,Large Business,Male,2,3,Basic,3,Single,1,0,1,0,0,Executive,17058
201699,1,29,Self Enquiry,1,24,Small Business,Male,2,4,Basic,3,Single,2,1,3,0,0,Executive,17389
201704,1,33,Self Enquiry,1,20,Small Business,Male,2,3,Basic,3,Married,6,1,1,1,1,Executive,17436
201706,1,33,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,1,0,3,1,1,Executive,17707
201720,1,37,Company Invited,1,16,Small Business,Male,3,3,Standard,3,Married,7,0,3,0,2,Senior Manager,25048
201741,1,47,Company Invited,1,35,Salaried,Male,2,3,Standard,4,Married,2,1,3,1,0,Senior Manager,26849
201756,1,44,Company Invited,1,30,Salaried,Male,2,3,Basic,3,Married,4,1,5,0,1,Executive,18161
201758,1,26,Self Enquiry,1,22,Small Business,Male,2,3,Basic,4,Married,3,1,1,1,0,Executive,17373
201763,1,26,Self Enquiry,3,10,Small Business,Male,2,4,Deluxe,3,Single,2,1,1,1,0,Manager,20828
201766,1,18,Self Enquiry,1,9,Small Business,Male,2,3,Basic,3,Single,2,0,4,1,0,Executive,16420
201787,1,52,Self Enquiry,1,14,Small Business,Male,2,,Deluxe,4,Married,3,0,1,1,0,Manager,19941
201797,1,39,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,3,Married,5,1,4,1,1,Manager,20238
201806,1,29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,1,3,0,1,Executive,17119
201827,1,21,Company Invited,3,6,Large Business,Female,3,4,Basic,4,Single,2,1,5,1,2,Executive,17174
201833,1,33,Self Enquiry,3,11,Small Business,Female,2,3,Basic,3,Single,2,1,1,0,1,Executive,17851
201836,1,41,Company Invited,3,10,Small Business,Male,2,3,Deluxe,4,Unmarried,2,0,3,1,0,Manager,24355
201838,1,40,Self Enquiry,3,28,Small Business,Male,3,4,Deluxe,3,Married,3,1,3,1,0,Manager,21380
201840,1,21,Self Enquiry,3,18,Salaried,Female,2,1,Basic,4,Single,2,0,5,0,1,Executive,17716
201848,1,34,Company Invited,3,25,Small Business,Male,3,1,Deluxe,3,Single,1,1,1,0,0,Manager,20304
201852,1,26,Company Invited,1,9,Large Business,Male,3,3,Basic,5,Single,1,0,3,0,1,Executive,18102
201855,1,30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,1,1,4,1,0,Executive,17285
201884,1,24,Self Enquiry,3,6,Large Business,Female,3,3,Basic,4,Single,2,1,4,0,0,Executive,18202
201885,1,34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,0,1,Executive,17351
201891,1,29,Self Enquiry,1,31,Large Business,Female,3,4,Basic,4,Married,6,0,3,1,2,Executive,17546
201892,1,19,Self Enquiry,2,8,Large Business,Male,2,4,Basic,3,Single,2,0,3,0,0,Executive,17564
201905,1,33,Self Enquiry,1,21,Small Business,Male,2,3,Standard,3,Married,1,1,5,1,0,Senior Manager,28610
201909,1,31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Married,4,0,3,1,0,Senior Manager,24824
201910,1,34,Company Invited,2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,Senior Manager,24950
201923,1,26,Company Invited,2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741
201927,1,18,Company Invited,3,11,Small Business,Male,3,3,Basic,4,Single,2,1,4,1,0,Executive,16878
201933,1,26,Self Enquiry,1,30,Large Business,Male,3,5,Basic,3,Single,2,1,3,0,1,Executive,17340
201939,1,32,Company Invited,3,,Salaried,Male,2,1,Deluxe,3,Married,1,0,3,1,0,Manager,19707
201949,1,24,Company Invited,1,13,Salaried,Female,2,3,Basic,3,Married,2,1,4,0,0,Executive,17886
201950,1,30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,17033
201965,1,27,Self Enquiry,3,8,Small Business,Male,2,3,Basic,5,Married,1,0,5,1,1,Executive,18041
201983,1,20,Self Enquiry,1,16,Small Business,Male,2,3,Basic,3,Single,2,1,5,1,1,Executive,16009
201995,1,24,Self Enquiry,3,,Salaried,Female,3,3,Deluxe,3,Single,1,0,1,1,1,Manager,19577
201998,1,50,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,4,1,5,0,0,Manager,21796
202010,1,28,Self Enquiry,1,6,Salaried,Female,3,5,Basic,4,Single,1,1,1,1,2,Executive,17216
202017,1,42,Company Invited,1,25,Small Business,Male,2,1,Basic,3,Married,7,1,3,0,0,Executive,17759
202032,1,33,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17686
202036,1,47,Company Invited,3,33,Salaried,Female,3,1,Deluxe,3,Unmarried,5,1,4,0,1,Manager,21397
202038,1,55,Self Enquiry,1,8,Small Business,Male,3,3,King,5,Married,6,1,1,1,,VP,34859
202043,1,26,Self Enquiry,3,14,Large Business,Male,2,4,Deluxe,5,Single,7,0,3,0,0,Manager,20326
202055,1,23,Self Enquiry,1,12,Salaried,Male,3,1,Basic,5,Married,2,1,3,0,0,Executive,16601
202059,1,29,Self Enquiry,1,6,Salaried,Female,2,4,Basic,5,Married,2,1,1,0,0,Executive,17319
202061,1,33,Self Enquiry,3,22,Small Business,Female,3,3,Deluxe,5,Single,6,0,3,1,0,Manager,20324
202065,1,58,Self Enquiry,1,8,Salaried,Male,2,3,King,4,Single,1,1,3,1,0,VP,34246
202077,1,49,Self Enquiry,3,17,Small Business,Female,2,3,Standard,3,Married,2,0,4,0,0,Senior Manager,22654
202078,1,55,Self Enquiry,3,8,Small Business,Male,2,3,Deluxe,3,Single,5,0,1,1,0,Manager,20160
202084,1,26,Company Invited,1,11,Small Business,Female,2,4,Basic,3,Married,2,1,1,0,1,Executive,17366
202106,1,35,Company Invited,1,31,Salaried,Female,3,3,Basic,4,Married,2,1,3,1,1,Executive,17022
202115,1,29,Self Enquiry,3,6,Small Business,Female,2,4,Basic,3,Married,7,1,1,1,1,Executive,17800
202126,1,32,Self Enquiry,1,31,Salaried,Male,2,3,Basic,3,Single,2,1,5,0,0,Executive,17795
202130,1,58,Company Invited,1,8,Salaried,Male,2,4,Basic,3,Married,1,1,1,1,0,Executive,17380
202132,1,20,Self Enquiry,3,8,Small Business,Female,2,4,Basic,3,Single,2,0,4,1,0,Executive,17044
202133,1,21,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17693
202137,1,41,Self Enquiry,1,8,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,1,Executive,17778
202139,1,39,Self Enquiry,1,12,Small Business,Male,3,3,Basic,5,Married,1,1,1,1,1,Executive,17404
202153,1,25,Self Enquiry,3,25,Small Business,Male,2,4,Basic,4,Married,2,1,1,0,1,Executive,17413
202158,1,19,Self Enquiry,3,27,Salaried,Male,2,4,Basic,4,Single,2,1,1,1,1,Executive,17121
202159,1,20,Self Enquiry,1,10,Large Business,Male,2,3,Basic,5,Single,2,0,3,1,0,Executive,17973
202163,1,36,Self Enquiry,3,9,Salaried,Male,2,4,Standard,3,Married,2,1,1,1,0,Senior Manager,25325
202165,1,37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Married,6,0,1,1,1,Senior Manager,25609
202170,1,58,Self Enquiry,1,8,Large Business,Male,2,3,Basic,3,Single,5,0,1,0,0,Executive,17479
202176,1,40,Company Invited,3,30,Salaried,Female,3,1,Super Deluxe,4,Unmarried,5,1,3,1,0,AVP,28194
202179,1,31,Company Invited,1,15,Small Business,Male,2,4,Basic,5,Single,1,1,3,0,1,Executive,17321
202181,1,29,Self Enquiry,1,16,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,0,Executive,17404
202190,1,30,Self Enquiry,1,28,Salaried,Female,2,3,Basic,3,Married,5,1,1,0,0,Executive,17132
202201,1,20,Self Enquiry,1,17,Small Business,Female,3,4,Basic,5,Single,2,1,3,1,2,Executive,17600
202202,1,30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422
202214,1,37,Self Enquiry,1,,Small Business,Female,3,5,Deluxe,4,Married,6,0,4,1,0,Manager,19777
202218,1,26,Company Invited,3,35,Small Business,Male,3,,Deluxe,5,Single,1,0,3,1,1,Manager,19969
202219,1,52,Self Enquiry,3,8,Small Business,Female,2,5,King,3,Married,2,0,3,1,,VP,34845
202222,1,36,Self Enquiry,1,22,Salaried,Female,2,1,Basic,5,Single,2,0,1,1,0,Executive,17743
202231,1,36,Self Enquiry,1,,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,0,1,Manager,19834
202232,1,26,Company Invited,1,8,Salaried,Male,2,3,Basic,5,Married,7,1,5,0,0,Executive,17042
202246,1,20,Company Invited,3,15,Small Business,Female,2,3,Basic,3,Single,2,1,4,1,0,Executive,17323
202247,1,21,Self Enquiry,1,16,Salaried,Female,2,4,Basic,5,Single,2,0,3,0,1,Executive,16416
202249,1,51,Self Enquiry,1,10,Salaried,Male,2,3,Basic,3,Married,1,1,1,0,0,Executive,17461
202250,1,28,Company Invited,1,30,Large Business,Male,3,4,Standard,5,Unmarried,2,0,1,1,1,Senior Manager,23722
202259,1,44,Self Enquiry,2,6,Small Business,Male,3,4,Standard,5,Married,1,0,4,1,0,Senior Manager,25482
202261,1,35,Self Enquiry,3,10,Large Business,Male,2,3,Standard,5,Unmarried,1,1,4,1,1,Senior Manager,24582
202262,1,33,Company Invited,1,,Small Business,Female,2,4,Deluxe,3,Single,2,0,5,1,0,Manager,19508
202267,1,26,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Married,2,0,5,1,0,Executive,17377
202268,1,33,Self Enquiry,1,31,Small Business,Male,2,4,Basic,4,Single,5,1,4,1,0,Executive,17313
202270,1,28,Company Invited,1,6,Small Business,Male,2,4,Basic,4,Married,2,0,4,1,0,Executive,17596
202271,1,50,Company Invited,3,,Salaried,Male,2,3,Deluxe,3,Single,4,1,1,1,1,Manager,19728
202283,1,39,Company Invited,1,8,Salaried,Male,2,3,Super Deluxe,3,Married,1,0,3,1,0,AVP,27169
202298,1,18,Company Invited,1,14,Small Business,Male,3,3,Basic,3,Single,2,0,5,1,0,Executive,16904
202299,1,33,Self Enquiry,3,15,Small Business,Female,3,3,Deluxe,5,Unmarried,1,1,3,0,0,Manager,23224
202301,1,31,Company Invited,1,21,Small Business,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17610
202306,1,29,Self Enquiry,3,29,Salaried,Female,2,4,Standard,5,Married,2,0,3,1,1,Senior Manager,22336
202308,1,42,Company Invited,3,18,Salaried,Male,2,3,Super Deluxe,5,Single,1,1,5,1,1,AVP,28758
202312,1,28,Self Enquiry,1,18,Salaried,Female,3,3,Basic,3,Married,2,1,4,1,1,Executive,17515
202319,1,43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,1,0,0,Manager,20346
202327,1,44,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17936
202330,1,22,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Married,1,1,3,0,1,Executive,17853
202334,1,41,Company Invited,1,11,Salaried,Male,3,4,Basic,5,Married,7,0,3,0,1,Executive,17107
202341,1,24,Self Enquiry,1,23,Salaried,Female,3,3,Basic,4,Married,2,0,1,1,2,Executive,17210
202362,1,19,Company Invited,1,16,Small Business,Female,3,4,Basic,4,Single,2,1,5,0,2,Executive,16859
202371,1,48,Company Invited,3,30,Salaried,Male,3,5,Basic,3,Single,2,1,1,1,2,Executive,17559
202372,1,27,Self Enquiry,3,8,Small Business,Female,3,5,King,4,Single,3,1,5,1,1,VP,17517
202373,1,29,Company Invited,1,16,Salaried,Female,2,4,Basic,3,Unmarried,2,0,4,1,0,Executive,21623
202374,1,48,Self Enquiry,1,21,Small Business,Female,3,3,Standard,3,Married,2,0,3,0,0,Senior Manager,33265
202375,1,29,Self Enquiry,1,13,Large Business,Female,2,3,Basic,3,Married,4,1,4,1,0,Executive,31124
202376,1,34,Self Enquiry,1,13,Salaried,Male,3,3,Deluxe,3,Married,2,0,3,0,0,Manager,17585
202377,1,44,Self Enquiry,1,29,Small Business,Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,33213
202378,1,33,Self Enquiry,3,31,Small Business,Male,2,4,Standard,4,Unmarried,3,1,5,1,0,Senior Manager,23380
202379,1,19,Self Enquiry,3,11,Salaried,Male,3,3,Standard,4,Single,1,1,4,1,0,Senior Manager,17994
202380,1,23,Company Invited,3,7,Salaried,Female,2,3,Basic,4,Single,2,1,5,1,1,Executive,16223
202381,1,25,Self Enquiry,1,9,Salaried,Male,2,3,Basic,5,Married,5,0,5,1,0,Executive,16118
202382,1,26,Self Enquiry,1,13,Small Business,Female,2,4,Standard,5,Married,1,1,4,1,1,Senior Manager,17875
202383,1,45,Self Enquiry,3,19,Small Business,Male,2,1,Super Deluxe,3,Single,7,1,3,1,0,AVP,33824
202384,1,55,Company Invited,3,8,Salaried,Female,2,4,Basic,3,Single,1,0,5,0,0,Executive,28577
202385,1,21,Company Invited,3,24,Small Business,Female,3,3,Deluxe,3,Married,1,1,5,0,1,Manager,17625
202386,1,46,Self Enquiry,1,28,Small Business,Male,3,3,Deluxe,3,Married,2,1,5,1,2,Manager,33789
202387,1,34,Self Enquiry,1,,Salaried,Female,2,3,Basic,3,Single,2,1,5,1,0,Executive,19538
202388,1,51,Company Invited,1,34,Salaried,Male,3,4,Deluxe,5,Single,4,0,3,0,,Manager,34847
202389,1,59,Company Invited,1,20,Salaried,Female,2,3,Standard,3,Unmarried,1,1,5,1,0,Senior Manager,25512
202391,1,28,Self Enquiry,1,14,Salaried,Female,2,4,Basic,4,Single,2,0,4,0,1,Executive,17154
202392,1,44,Self Enquiry,3,15,Salaried,Male,3,4,Basic,5,Married,4,0,1,1,2,Executive,34190
202393,1,34,Self Enquiry,3,,Small Business,Male,2,3,Standard,3,Married,5,0,3,1,1,Senior Manager,19490
202395,1,42,Company Invited,1,7,Salaried,Female,3,1,Standard,4,Single,2,0,3,1,0,Senior Manager,17372
202396,1,43,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Married,7,1,3,0,0,Executive,25231
202397,1,36,Self Enquiry,2,15,Large Business,Female,2,3,Basic,3,Married,2,0,1,1,0,Executive,20410
202398,1,44,Company Invited,3,7,Large Business,Male,3,3,Basic,3,Married,4,0,3,1,1,Executive,22978
202400,1,51,Self Enquiry,3,30,Small Business,Female,2,4,Deluxe,4,Single,1,1,5,1,1,Manager,17838
202401,1,30,Company Invited,1,,Small Business,Male,2,3,Basic,5,Single,3,1,3,0,1,Executive,19695
202402,1,29,Company Invited,1,8,Small Business,Male,2,4,Basic,5,Single,1,0,4,1,1,Executive,18339
202403,1,28,Self Enquiry,1,7,Large Business,Male,3,4,Basic,5,Single,7,0,3,1,1,Executive,17080
202404,1,25,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,4,0,1,1,0,Executive,17096
202405,1,32,Company Invited,1,9,Salaried,Female,2,3,Basic,3,Single,2,0,4,1,0,Executive,21209
202406,1,45,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,1,2,Manager,33061
202407,1,39,Self Enquiry,1,8,Salaried,Female,3,3,Basic,5,Married,2,1,1,1,0,Executive,32123
202408,1,58,Self Enquiry,1,8,Large Business,Female,3,4,Standard,3,Married,1,0,5,0,0,Senior Manager,17372
202409,1,32,Self Enquiry,1,,Small Business,Male,2,3,Deluxe,4,Married,5,0,4,1,1,Manager,19883
202411,1,30,Company Invited,3,,Small Business,Female,3,3,Basic,3,Single,2,1,5,1,1,Executive,19627
202412,1,36,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,0,0,Senior Manager,22094
202414,1,28,Self Enquiry,1,13,Salaried,Male,3,3,Basic,5,Unmarried,4,1,3,0,2,Executive,21674
202415,1,50,Company Invited,3,18,Salaried,Male,2,3,Deluxe,3,Single,4,1,3,1,1,Manager,31880
202416,1,40,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Unmarried,2,1,4,1,2,Executive,24094
202417,1,52,Company Invited,3,13,Small Business,Female,3,3,Basic,3,Married,3,1,4,1,2,Executive,23446
202418,1,30,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Unmarried,2,0,3,0,0,Executive,26916
202419,1,39,Self Enquiry,3,,Salaried,Male,3,3,Basic,3,Married,2,1,1,1,2,Executive,19534
202420,1,31,Self Enquiry,2,28,Salaried,Male,2,5,Basic,3,Married,2,0,1,0,1,Executive,24852
202421,1,41,Company Invited,3,15,Salaried,Male,2,5,Super Deluxe,3,Married,1,0,5,1,1,AVP,21151
202422,1,31,Self Enquiry,3,19,Small Business,Male,3,4,Deluxe,5,Married,6,1,1,1,0,Manager,17302
202423,1,44,Self Enquiry,3,7,Salaried,Male,2,5,Deluxe,4,Single,7,0,3,0,1,Manager,17362
202424,1,42,Company Invited,2,14,Salaried,Female,3,4,Basic,3,Married,7,0,5,1,1,Executive,32861
202425,1,55,Self Enquiry,3,15,Small Business,Female,2,5,Basic,4,Single,2,0,1,1,1,Executive,34187
202426,1,56,Self Enquiry,3,22,Salaried,Female,3,3,Standard,5,Single,3,1,5,1,,Senior Manager,34717
202428,1,34,Company Invited,1,23,Large Business,Male,2,4,Basic,3,Married,1,1,5,1,1,Executive,23500
202429,1,40,Self Enquiry,3,,Small Business,Male,2,3,Basic,4,Single,2,0,5,0,0,Executive,19661
202432,1,51,Self Enquiry,3,33,Salaried,Male,2,3,Deluxe,3,Single,2,1,5,1,1,Manager,29026
202433,1,38,Company Invited,1,15,Salaried,Male,3,3,Deluxe,5,Married,5,0,3,0,2,Manager,21893
202434,1,34,Self Enquiry,1,16,Small Business,Male,2,3,Deluxe,5,Single,2,0,4,0,0,Manager,21125
202436,1,58,Self Enquiry,1,27,Small Business,Female,3,3,Deluxe,4,Married,5,0,3,1,1,Manager,25008
202437,1,40,Self Enquiry,2,24,Salaried,Male,2,1,Basic,5,Married,1,0,1,1,1,Executive,17387
202438,1,36,Self Enquiry,2,,Salaried,Male,2,4,Basic,5,Married,5,1,5,1,1,Executive,19639
202439,1,48,Self Enquiry,3,8,Small Business,Male,2,4,Deluxe,4,Unmarried,1,1,1,1,0,Manager,22898
202440,1,27,Company Invited,1,30,Salaried,Male,3,4,Basic,3,Single,2,1,3,1,1,Executive,17534
202441,1,51,Self Enquiry,3,16,Salaried,Female,3,3,Standard,4,Married,6,0,1,1,2,Senior Manager,28142
202442,1,18,Self Enquiry,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,5,0,1,Executive,16611
202443,1,35,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,2,1,3,1,1,Executive,20363
202444,1,42,Self Enquiry,3,7,Salaried,Female,4,4,Deluxe,3,Unmarried,2,1,2,1,1,Manager,24671
202446,1,38,Self Enquiry,1,9,Free Lancer,Male,4,5,Basic,3,Single,8,1,3,0,1,Executive,20768
202458,1,29,Self Enquiry,1,31,Salaried,Male,3,5,Basic,3,Single,7,1,2,0,1,Executive,20706
202465,1,37,Self Enquiry,3,16,Salaried,Male,3,5,Deluxe,5,Unmarried,2,0,2,0,1,Manager,22085
202468,1,35,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,0,2,1,2,Executive,21638
202470,1,33,Company Invited,1,23,Salaried,Female,4,6,Basic,5,Unmarried,3,1,4,1,3,Executive,22597
202477,1,40,Self Enquiry,3,12,Large Business,Male,3,4,Deluxe,3,Divorced,5,0,2,0,2,Manager,20764
202478,1,25,Self Enquiry,1,7,Small Business,Male,4,4,Basic,3,Divorced,4,1,3,1,3,Executive,20971
202480,1,51,Self Enquiry,3,10,Small Business,Male,3,5,Basic,3,Divorced,3,1,4,0,1,Executive,21361
202486,1,27,Self Enquiry,1,32,Salaried,Male,3,6,Basic,3,Single,3,0,2,1,2,Executive,20971
202489,1,42,Self Enquiry,1,19,Large Business,Female,3,4,King,3,Divorced,3,0,4,1,1,VP,38223
202494,1,49,Self Enquiry,1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,3,Senior Manager,24059
202495,1,29,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Unmarried,3,1,2,1,1,Executive,22119
202513,1,37,Self Enquiry,1,16,Small Business,Male,4,5,Basic,3,Divorced,2,1,2,0,2,Executive,22066
202533,1,47,Self Enquiry,3,16,Small Business,Male,4,5,Standard,3,Unmarried,3,0,5,0,2,Senior Manager,28297
202544,1,38,Self Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,2,1,1,Executive,20751
202546,1,21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,2,1,2,Executive,21604
202551,1,26,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,3,1,1,Manager,24422
202555,1,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,2,Manager,24752
202566,1,57,Self Enquiry,1,21,Salaried,Female,4,4,Basic,4,Divorced,2,1,5,1,2,Executive,23641
202568,1,32,Self Enquiry,3,13,Salaried,Male,4,6,Deluxe,3,Divorced,6,1,3,1,2,Manager,24850
202570,1,59,Self Enquiry,1,30,Small Business,Female,4,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,28990
202571,1,20,Self Enquiry,3,29,Small Business,Male,3,4,Basic,3,Single,3,1,2,0,2,Executive,20353
202576,1,32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Divorced,5,1,3,1,1,Manager,23237
202580,1,52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,2,0,2,Senior Manager,29328
202584,1,33,Self Enquiry,1,16,Small Business,Female,3,4,Basic,5,Unmarried,2,0,4,1,2,Executive,22878
202615,1,20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,2,Executive,21003
202621,1,20,Self Enquiry,1,,Salaried,Male,3,5,Basic,3,Single,3,0,5,0,1,Executive,19780
202626,1,42,Self Enquiry,3,27,Small Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,3,Executive,21818
202636,1,36,Self Enquiry,1,30,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,4,1,2,Manager,24594
202648,1,39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Divorced,2,1,3,0,2,Manager,25351
202649,1,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,2,Senior Manager,26317
202654,1,33,Self Enquiry,3,11,Small Business,Male,3,6,Standard,3,Divorced,3,0,2,1,2,Senior Manager,29078
202658,1,31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,1,2,Executive,21335
202660,1,31,Company Invited,3,33,Small Business,Female,3,5,Deluxe,5,Unmarried,7,0,2,0,2,Manager,25374
202661,1,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,2,0,1,Executive,20736
202673,1,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,2,Executive,21067
202678,1,34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Divorced,7,1,2,0,2,Executive,21114
202680,1,34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Divorced,2,0,3,1,1,Executive,21385
202683,1,33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,1,1,Executive,22408
202694,1,38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,1,3,Senior Manager,28726
202703,1,32,Company Invited,1,36,Small Business,Male,4,5,Basic,4,Unmarried,2,0,3,1,3,Executive,22157
202708,1,29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,1,2,Executive,22163
202715,1,48,Company Invited,1,36,Salaried,Male,3,4,Standard,4,Divorced,3,1,3,1,1,Senior Manager,30527
202730,1,45,Company Invited,1,31,Salaried,Male,3,4,Basic,3,Married,5,1,5,0,2,Executive,21839
202732,1,27,Self Enquiry,1,23,Small Business,Male,3,4,Basic,4,Married,4,1,2,1,2,Executive,21051
202737,1,27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,2,1,2,Manager,24506
202740,1,19,Self Enquiry,1,10,Salaried,Male,3,4,Basic,3,Single,3,0,4,0,1,Executive,20098
202761,1,53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Divorced,4,0,2,1,2,Manager,23619
202767,1,29,Self Enquiry,1,9,Small Business,Male,3,6,Basic,3,Divorced,7,1,3,1,1,Executive,22142
202771,1,40,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,3,Divorced,6,1,4,1,2,Manager,23916
202780,1,30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Divorced,3,1,3,1,2,Executive,20797
202801,1,22,Company Invited,3,7,Large Business,Female,3,5,Basic,4,Single,3,1,5,1,2,Executive,20852
202807,1,34,Self Enquiry,3,12,Small Business,Female,3,4,Basic,3,Unmarried,3,1,2,1,1,Executive,21529
202810,1,42,Company Invited,3,11,Small Business,Male,3,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033
202812,1,41,Self Enquiry,3,29,Small Business,Male,4,5,Deluxe,3,Divorced,4,1,3,1,2,Manager,25058
202814,1,22,Self Enquiry,3,19,Salaried,Female,3,3,Basic,4,Unmarried,3,0,5,0,2,Executive,21394
202822,1,35,Company Invited,3,26,Small Business,Male,4,3,Deluxe,3,Unmarried,2,1,2,1,3,Manager,23982
202826,1,27,Company Invited,1,10,Large Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,3,Executive,21780
202829,1,31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,20,1,4,1,2,Executive,20963
202849,1,26,Self Enquiry,1,10,Small Business,Male,4,4,Basic,5,Divorced,7,0,5,1,2,Executive,22709
202858,1,25,Self Enquiry,3,7,Large Business,Female,4,4,Basic,4,Unmarried,3,1,4,1,3,Executive,21880
202859,1,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,1,2,Executive,21029
202865,1,30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Divorced,7,0,3,0,3,Executive,21224
202866,1,20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,1,2,Executive,21242
202879,1,34,Self Enquiry,1,22,Small Business,Male,3,4,Standard,3,Divorced,2,1,5,0,1,Senior Manager,32288
202880,1,34,Self Enquiry,1,17,Small Business,Male,3,6,Basic,3,Married,2,0,5,0,1,Executive,22086
202883,1,32,Company Invited,1,27,Salaried,Male,4,4,Standard,3,Divorced,5,0,3,1,1,Senior Manager,28502
202884,1,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628
